	cuisines	property_title	ranking	review_count	url2
336	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Tawaheen al-Hawa	#7 of 545 Restaurants in Amman	713 reviews 	/Restaurant_Review-g293986-d1641029-Reviews-Tawaheen_al_Hawa-Amman_Amman_Governorate.html
337	['American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Chestnut Restaurant & Pub	#8 of 545 Restaurants in Amman	283 reviews 	/Restaurant_Review-g293986-d7761403-Reviews-Chestnut_Restaurant_Pub-Amman_Amman_Governorate.html
338	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashem	#9 of 545 Restaurants in Amman	1,361 reviews 	/Restaurant_Review-g293986-d1918356-Reviews-Hashem-Amman_Amman_Governorate.html
339	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Abu Jbara	#10 of 545 Restaurants in Amman	348 reviews 	/Restaurant_Review-g293986-d3261923-Reviews-Abu_Jbara-Amman_Amman_Governorate.html
340	['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Melograno	#11 of 545 Restaurants in Amman	82 reviews 	/Restaurant_Review-g293986-d10005312-Reviews-Melograno-Amman_Amman_Governorate.html
341	['Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Al-Quds	#12 of 545 Restaurants in Amman	197 reviews 	/Restaurant_Review-g293986-d2277785-Reviews-Al_Quds-Amman_Amman_Governorate.html
342	['Healthy', 'Middle Eastern', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']	Wild Jordan Center	#13 of 545 Restaurants in Amman	414 reviews 	/Restaurant_Review-g293986-d1036043-Reviews-Wild_Jordan_Center-Amman_Amman_Governorate.html
343	['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']	Beit Sitti	#14 of 545 Restaurants in Amman	237 reviews 	/Restaurant_Review-g293986-d2441252-Reviews-Beit_Sitti-Amman_Amman_Governorate.html
344	['Steakhouse', 'Barbecue', 'Halal']	Lucca Steakhouse	#15 of 545 Restaurants in Amman	116 reviews 	/Restaurant_Review-g293986-d9706146-Reviews-Lucca_Steakhouse-Amman_Amman_Governorate.html
345	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Kan Zamaan	#16 of 545 Restaurants in Amman	141 reviews 	/Restaurant_Review-g293986-d1852510-Reviews-Kan_Zamaan-Amman_Amman_Governorate.html
346	['Lebanese', 'Mediterranean', 'Barbecue', 'Middle Eastern', 'Halal']	Burj Al Hamam	#17 of 545 Restaurants in Amman	160 reviews 	/Restaurant_Review-g293986-d1181235-Reviews-Burj_Al_Hamam-Amman_Amman_Governorate.html
347	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly']	Levant	#18 of 545 Restaurants in Amman	275 reviews 	/Restaurant_Review-g293986-d2477583-Reviews-Levant-Amman_Amman_Governorate.html
348	['Middle Eastern', 'Halal', 'Vegetarian Friendly', 'Vegan Options']	Rosa Damascena	#19 of 545 Restaurants in Amman	56 reviews 	/Restaurant_Review-g293986-d9590689-Reviews-Rosa_Damascena-Amman_Amman_Governorate.html
349	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Eastern European', 'Halal', 'Vegetarian Friendly', 'Gluten Free Options']	Levant Restaurant	#20 of 545 Restaurants in Amman	99 reviews 	/Restaurant_Review-g293986-d6417061-Reviews-Levant_Restaurant-Amman_Amman_Governorate.html
350	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashim Restaurant	#21 of 545 Restaurants in Amman	131 reviews 	/Restaurant_Review-g293986-d3267255-Reviews-Hashim_Restaurant-Amman_Amman_Governorate.html
351	['Cafe']	Books at Cafe	#22 of 545 Restaurants in Amman	342 reviews 	/Restaurant_Review-g293986-d1570764-Reviews-Books_at_Cafe-Amman_Amman_Governorate.html
352	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Tannoureen	#23 of 545 Restaurants in Amman	157 reviews 	/Restaurant_Review-g293986-d816762-Reviews-Tannoureen-Amman_Amman_Governorate.html
353	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Reem albawadi	#24 of 545 Restaurants in Amman	308 reviews 	/Restaurant_Review-g293986-d807849-Reviews-Reem_albawadi-Amman_Amman_Governorate.html
354	['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly']	IL Terrazzo Amman Restaurant	#25 of 545 Restaurants in Amman	61 reviews 	/Restaurant_Review-g293986-d7698440-Reviews-IL_Terrazzo_Amman_Restaurant-Amman_Amman_Governorate.html
355	['Italian', 'French', 'International', 'Argentinean', 'South American', 'Arabic']	Clemance Restaurant	#26 of 545 Restaurants in Amman	20 reviews 	/Restaurant_Review-g293986-d12242637-Reviews-Clemance_Restaurant-Amman_Amman_Governorate.html
356	['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']	Yoshi	#27 of 545 Restaurants in Amman	144 reviews 	/Restaurant_Review-g293986-d1483307-Reviews-Yoshi-Amman_Amman_Governorate.html
357	['International', 'Vegetarian Friendly']	Off The Record	#28 of 545 Restaurants in Amman	29 reviews 	/Restaurant_Review-g293986-d11805115-Reviews-Off_The_Record-Amman_Amman_Governorate.html
358	['Japanese', 'Sushi', 'Asian']	Vinaigrette	#29 of 545 Restaurants in Amman	138 reviews 	/Restaurant_Review-g293986-d3172067-Reviews-Vinaigrette-Amman_Amman_Governorate.html
359	['Italian', 'European', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']	Gusto	#30 of 545 Restaurants in Amman	39 reviews 	/Restaurant_Review-g293986-d10148621-Reviews-Gusto-Amman_Amman_Governorate.html
360	['American', 'Barbecue']	Brisket	#1 of 545 Restaurants in Amman	268 reviews 	/Restaurant_Review-g293986-d7267482-Reviews-Brisket-Amman_Amman_Governorate.html
361	['Pizza', 'Arabic', 'Halal', 'Gluten Free Options']	Pizza Roma Cafe	#2 of 545 Restaurants in Amman	300 reviews 	/Restaurant_Review-g293986-d3389330-Reviews-Pizza_Roma_Cafe-Amman_Amman_Governorate.html
362	['Middle Eastern', 'Halal']	Habibah Sweets	#3 of 545 Restaurants in Amman	665 reviews 	/Restaurant_Review-g293986-d2084697-Reviews-Habibah_Sweets-Amman_Amman_Governorate.html
363	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Fakhreldin Restaurant	#4 of 545 Restaurants in Amman	787 reviews 	/Restaurant_Review-g293986-d1371269-Reviews-Fakhreldin_Restaurant-Amman_Amman_Governorate.html
364	['Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Sufra Restaurant	#5 of 545 Restaurants in Amman	701 reviews 	/Restaurant_Review-g293986-d2406112-Reviews-Sufra_Restaurant-Amman_Amman_Governorate.html
365	['Steakhouse', 'American', 'International']	V Lounge & Restaurant	#6 of 545 Restaurants in Amman	57 reviews 	/Restaurant_Review-g293986-d3989474-Reviews-V_Lounge_Restaurant-Amman_Amman_Governorate.html
366	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Tawaheen al-Hawa	#7 of 545 Restaurants in Amman	713 reviews 	/Restaurant_Review-g293986-d1641029-Reviews-Tawaheen_al_Hawa-Amman_Amman_Governorate.html
367	['American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Chestnut Restaurant & Pub	#8 of 545 Restaurants in Amman	283 reviews 	/Restaurant_Review-g293986-d7761403-Reviews-Chestnut_Restaurant_Pub-Amman_Amman_Governorate.html
368	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashem	#9 of 545 Restaurants in Amman	1,361 reviews 	/Restaurant_Review-g293986-d1918356-Reviews-Hashem-Amman_Amman_Governorate.html
369	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Abu Jbara	#10 of 545 Restaurants in Amman	348 reviews 	/Restaurant_Review-g293986-d3261923-Reviews-Abu_Jbara-Amman_Amman_Governorate.html
370	['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Melograno	#11 of 545 Restaurants in Amman	82 reviews 	/Restaurant_Review-g293986-d10005312-Reviews-Melograno-Amman_Amman_Governorate.html
371	['Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Al-Quds	#12 of 545 Restaurants in Amman	197 reviews 	/Restaurant_Review-g293986-d2277785-Reviews-Al_Quds-Amman_Amman_Governorate.html
372	['Healthy', 'Middle Eastern', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']	Wild Jordan Center	#13 of 545 Restaurants in Amman	414 reviews 	/Restaurant_Review-g293986-d1036043-Reviews-Wild_Jordan_Center-Amman_Amman_Governorate.html
373	['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']	Beit Sitti	#14 of 545 Restaurants in Amman	237 reviews 	/Restaurant_Review-g293986-d2441252-Reviews-Beit_Sitti-Amman_Amman_Governorate.html
374	['Steakhouse', 'Barbecue', 'Halal']	Lucca Steakhouse	#15 of 545 Restaurants in Amman	116 reviews 	/Restaurant_Review-g293986-d9706146-Reviews-Lucca_Steakhouse-Amman_Amman_Governorate.html
375	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Kan Zamaan	#16 of 545 Restaurants in Amman	141 reviews 	/Restaurant_Review-g293986-d1852510-Reviews-Kan_Zamaan-Amman_Amman_Governorate.html
376	['Lebanese', 'Mediterranean', 'Barbecue', 'Middle Eastern', 'Halal']	Burj Al Hamam	#17 of 545 Restaurants in Amman	160 reviews 	/Restaurant_Review-g293986-d1181235-Reviews-Burj_Al_Hamam-Amman_Amman_Governorate.html
377	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly']	Levant	#18 of 545 Restaurants in Amman	275 reviews 	/Restaurant_Review-g293986-d2477583-Reviews-Levant-Amman_Amman_Governorate.html
378	['Middle Eastern', 'Halal', 'Vegetarian Friendly', 'Vegan Options']	Rosa Damascena	#19 of 545 Restaurants in Amman	56 reviews 	/Restaurant_Review-g293986-d9590689-Reviews-Rosa_Damascena-Amman_Amman_Governorate.html
379	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Eastern European', 'Halal', 'Vegetarian Friendly', 'Gluten Free Options']	Levant Restaurant	#20 of 545 Restaurants in Amman	99 reviews 	/Restaurant_Review-g293986-d6417061-Reviews-Levant_Restaurant-Amman_Amman_Governorate.html
380	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashim Restaurant	#21 of 545 Restaurants in Amman	131 reviews 	/Restaurant_Review-g293986-d3267255-Reviews-Hashim_Restaurant-Amman_Amman_Governorate.html
381	['Cafe']	Books at Cafe	#22 of 545 Restaurants in Amman	342 reviews 	/Restaurant_Review-g293986-d1570764-Reviews-Books_at_Cafe-Amman_Amman_Governorate.html
382	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Tannoureen	#23 of 545 Restaurants in Amman	157 reviews 	/Restaurant_Review-g293986-d816762-Reviews-Tannoureen-Amman_Amman_Governorate.html
383	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Reem albawadi	#24 of 545 Restaurants in Amman	308 reviews 	/Restaurant_Review-g293986-d807849-Reviews-Reem_albawadi-Amman_Amman_Governorate.html
384	['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly']	IL Terrazzo Amman Restaurant	#25 of 545 Restaurants in Amman	61 reviews 	/Restaurant_Review-g293986-d7698440-Reviews-IL_Terrazzo_Amman_Restaurant-Amman_Amman_Governorate.html
385	['Italian', 'French', 'International', 'Argentinean', 'South American', 'Arabic']	Clemance Restaurant	#26 of 545 Restaurants in Amman	20 reviews 	/Restaurant_Review-g293986-d12242637-Reviews-Clemance_Restaurant-Amman_Amman_Governorate.html
386	['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']	Yoshi	#27 of 545 Restaurants in Amman	144 reviews 	/Restaurant_Review-g293986-d1483307-Reviews-Yoshi-Amman_Amman_Governorate.html
387	['International', 'Vegetarian Friendly']	Off The Record	#28 of 545 Restaurants in Amman	29 reviews 	/Restaurant_Review-g293986-d11805115-Reviews-Off_The_Record-Amman_Amman_Governorate.html
388	['Japanese', 'Sushi', 'Asian']	Vinaigrette	#29 of 545 Restaurants in Amman	138 reviews 	/Restaurant_Review-g293986-d3172067-Reviews-Vinaigrette-Amman_Amman_Governorate.html
389	['Italian', 'European', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']	Gusto	#30 of 545 Restaurants in Amman	39 reviews 	/Restaurant_Review-g293986-d10148621-Reviews-Gusto-Amman_Amman_Governorate.html
390	['American', 'Barbecue']	Brisket	#1 of 545 Restaurants in Amman	268 reviews 	/Restaurant_Review-g293986-d7267482-Reviews-Brisket-Amman_Amman_Governorate.html
391	['Pizza', 'Arabic', 'Halal', 'Gluten Free Options']	Pizza Roma Cafe	#2 of 545 Restaurants in Amman	300 reviews 	/Restaurant_Review-g293986-d3389330-Reviews-Pizza_Roma_Cafe-Amman_Amman_Governorate.html
392	['Middle Eastern', 'Halal']	Habibah Sweets	#3 of 545 Restaurants in Amman	665 reviews 	/Restaurant_Review-g293986-d2084697-Reviews-Habibah_Sweets-Amman_Amman_Governorate.html
393	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Fakhreldin Restaurant	#4 of 545 Restaurants in Amman	787 reviews 	/Restaurant_Review-g293986-d1371269-Reviews-Fakhreldin_Restaurant-Amman_Amman_Governorate.html
394	['Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Sufra Restaurant	#5 of 545 Restaurants in Amman	701 reviews 	/Restaurant_Review-g293986-d2406112-Reviews-Sufra_Restaurant-Amman_Amman_Governorate.html
395	['Steakhouse', 'American', 'International']	V Lounge & Restaurant	#6 of 545 Restaurants in Amman	57 reviews 	/Restaurant_Review-g293986-d3989474-Reviews-V_Lounge_Restaurant-Amman_Amman_Governorate.html
396	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Tawaheen al-Hawa	#7 of 545 Restaurants in Amman	713 reviews 	/Restaurant_Review-g293986-d1641029-Reviews-Tawaheen_al_Hawa-Amman_Amman_Governorate.html
397	['American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Chestnut Restaurant & Pub	#8 of 545 Restaurants in Amman	283 reviews 	/Restaurant_Review-g293986-d7761403-Reviews-Chestnut_Restaurant_Pub-Amman_Amman_Governorate.html
398	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashem	#9 of 545 Restaurants in Amman	1,361 reviews 	/Restaurant_Review-g293986-d1918356-Reviews-Hashem-Amman_Amman_Governorate.html
399	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Abu Jbara	#10 of 545 Restaurants in Amman	348 reviews 	/Restaurant_Review-g293986-d3261923-Reviews-Abu_Jbara-Amman_Amman_Governorate.html
400	['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Melograno	#11 of 545 Restaurants in Amman	82 reviews 	/Restaurant_Review-g293986-d10005312-Reviews-Melograno-Amman_Amman_Governorate.html
401	['Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Al-Quds	#12 of 545 Restaurants in Amman	197 reviews 	/Restaurant_Review-g293986-d2277785-Reviews-Al_Quds-Amman_Amman_Governorate.html
402	['Healthy', 'Middle Eastern', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']	Wild Jordan Center	#13 of 545 Restaurants in Amman	414 reviews 	/Restaurant_Review-g293986-d1036043-Reviews-Wild_Jordan_Center-Amman_Amman_Governorate.html
403	['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']	Beit Sitti	#14 of 545 Restaurants in Amman	237 reviews 	/Restaurant_Review-g293986-d2441252-Reviews-Beit_Sitti-Amman_Amman_Governorate.html
404	['Steakhouse', 'Barbecue', 'Halal']	Lucca Steakhouse	#15 of 545 Restaurants in Amman	116 reviews 	/Restaurant_Review-g293986-d9706146-Reviews-Lucca_Steakhouse-Amman_Amman_Governorate.html
405	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Kan Zamaan	#16 of 545 Restaurants in Amman	141 reviews 	/Restaurant_Review-g293986-d1852510-Reviews-Kan_Zamaan-Amman_Amman_Governorate.html
406	['Lebanese', 'Mediterranean', 'Barbecue', 'Middle Eastern', 'Halal']	Burj Al Hamam	#17 of 545 Restaurants in Amman	160 reviews 	/Restaurant_Review-g293986-d1181235-Reviews-Burj_Al_Hamam-Amman_Amman_Governorate.html
407	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly']	Levant	#18 of 545 Restaurants in Amman	275 reviews 	/Restaurant_Review-g293986-d2477583-Reviews-Levant-Amman_Amman_Governorate.html
408	['Middle Eastern', 'Halal', 'Vegetarian Friendly', 'Vegan Options']	Rosa Damascena	#19 of 545 Restaurants in Amman	56 reviews 	/Restaurant_Review-g293986-d9590689-Reviews-Rosa_Damascena-Amman_Amman_Governorate.html
409	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Eastern European', 'Halal', 'Vegetarian Friendly', 'Gluten Free Options']	Levant Restaurant	#20 of 545 Restaurants in Amman	99 reviews 	/Restaurant_Review-g293986-d6417061-Reviews-Levant_Restaurant-Amman_Amman_Governorate.html
410	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashim Restaurant	#21 of 545 Restaurants in Amman	131 reviews 	/Restaurant_Review-g293986-d3267255-Reviews-Hashim_Restaurant-Amman_Amman_Governorate.html
411	['Cafe']	Books at Cafe	#22 of 545 Restaurants in Amman	342 reviews 	/Restaurant_Review-g293986-d1570764-Reviews-Books_at_Cafe-Amman_Amman_Governorate.html
412	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Tannoureen	#23 of 545 Restaurants in Amman	157 reviews 	/Restaurant_Review-g293986-d816762-Reviews-Tannoureen-Amman_Amman_Governorate.html
413	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Reem albawadi	#24 of 545 Restaurants in Amman	308 reviews 	/Restaurant_Review-g293986-d807849-Reviews-Reem_albawadi-Amman_Amman_Governorate.html
414	['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly']	IL Terrazzo Amman Restaurant	#25 of 545 Restaurants in Amman	61 reviews 	/Restaurant_Review-g293986-d7698440-Reviews-IL_Terrazzo_Amman_Restaurant-Amman_Amman_Governorate.html
415	['Italian', 'French', 'International', 'Argentinean', 'South American', 'Arabic']	Clemance Restaurant	#26 of 545 Restaurants in Amman	20 reviews 	/Restaurant_Review-g293986-d12242637-Reviews-Clemance_Restaurant-Amman_Amman_Governorate.html
416	['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']	Yoshi	#27 of 545 Restaurants in Amman	144 reviews 	/Restaurant_Review-g293986-d1483307-Reviews-Yoshi-Amman_Amman_Governorate.html
417	['International', 'Vegetarian Friendly']	Off The Record	#28 of 545 Restaurants in Amman	29 reviews 	/Restaurant_Review-g293986-d11805115-Reviews-Off_The_Record-Amman_Amman_Governorate.html
418	['Japanese', 'Sushi', 'Asian']	Vinaigrette	#29 of 545 Restaurants in Amman	138 reviews 	/Restaurant_Review-g293986-d3172067-Reviews-Vinaigrette-Amman_Amman_Governorate.html
419	['Italian', 'European', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']	Gusto	#30 of 545 Restaurants in Amman	39 reviews 	/Restaurant_Review-g293986-d10148621-Reviews-Gusto-Amman_Amman_Governorate.html
420	['American', 'Barbecue']	Brisket	#1 of 545 Restaurants in Amman	268 reviews 	/Restaurant_Review-g293986-d7267482-Reviews-Brisket-Amman_Amman_Governorate.html
421	['Pizza', 'Arabic', 'Halal', 'Gluten Free Options']	Pizza Roma Cafe	#2 of 545 Restaurants in Amman	300 reviews 	/Restaurant_Review-g293986-d3389330-Reviews-Pizza_Roma_Cafe-Amman_Amman_Governorate.html
422	['Middle Eastern', 'Halal']	Habibah Sweets	#3 of 545 Restaurants in Amman	665 reviews 	/Restaurant_Review-g293986-d2084697-Reviews-Habibah_Sweets-Amman_Amman_Governorate.html
423	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Fakhreldin Restaurant	#4 of 545 Restaurants in Amman	787 reviews 	/Restaurant_Review-g293986-d1371269-Reviews-Fakhreldin_Restaurant-Amman_Amman_Governorate.html
424	['Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Sufra Restaurant	#5 of 545 Restaurants in Amman	701 reviews 	/Restaurant_Review-g293986-d2406112-Reviews-Sufra_Restaurant-Amman_Amman_Governorate.html
425	['Steakhouse', 'American', 'International']	V Lounge & Restaurant	#6 of 545 Restaurants in Amman	57 reviews 	/Restaurant_Review-g293986-d3989474-Reviews-V_Lounge_Restaurant-Amman_Amman_Governorate.html
426	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Tawaheen al-Hawa	#7 of 545 Restaurants in Amman	713 reviews 	/Restaurant_Review-g293986-d1641029-Reviews-Tawaheen_al_Hawa-Amman_Amman_Governorate.html
427	['American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Chestnut Restaurant & Pub	#8 of 545 Restaurants in Amman	283 reviews 	/Restaurant_Review-g293986-d7761403-Reviews-Chestnut_Restaurant_Pub-Amman_Amman_Governorate.html
428	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashem	#9 of 545 Restaurants in Amman	1,361 reviews 	/Restaurant_Review-g293986-d1918356-Reviews-Hashem-Amman_Amman_Governorate.html
429	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Abu Jbara	#10 of 545 Restaurants in Amman	348 reviews 	/Restaurant_Review-g293986-d3261923-Reviews-Abu_Jbara-Amman_Amman_Governorate.html
430	['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Melograno	#11 of 545 Restaurants in Amman	82 reviews 	/Restaurant_Review-g293986-d10005312-Reviews-Melograno-Amman_Amman_Governorate.html
431	['Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Al-Quds	#12 of 545 Restaurants in Amman	197 reviews 	/Restaurant_Review-g293986-d2277785-Reviews-Al_Quds-Amman_Amman_Governorate.html
432	['Healthy', 'Middle Eastern', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']	Wild Jordan Center	#13 of 545 Restaurants in Amman	414 reviews 	/Restaurant_Review-g293986-d1036043-Reviews-Wild_Jordan_Center-Amman_Amman_Governorate.html
433	['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']	Beit Sitti	#14 of 545 Restaurants in Amman	237 reviews 	/Restaurant_Review-g293986-d2441252-Reviews-Beit_Sitti-Amman_Amman_Governorate.html
434	['Steakhouse', 'Barbecue', 'Halal']	Lucca Steakhouse	#15 of 545 Restaurants in Amman	116 reviews 	/Restaurant_Review-g293986-d9706146-Reviews-Lucca_Steakhouse-Amman_Amman_Governorate.html
435	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Kan Zamaan	#16 of 545 Restaurants in Amman	141 reviews 	/Restaurant_Review-g293986-d1852510-Reviews-Kan_Zamaan-Amman_Amman_Governorate.html
436	['Lebanese', 'Mediterranean', 'Barbecue', 'Middle Eastern', 'Halal']	Burj Al Hamam	#17 of 545 Restaurants in Amman	160 reviews 	/Restaurant_Review-g293986-d1181235-Reviews-Burj_Al_Hamam-Amman_Amman_Governorate.html
437	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly']	Levant	#18 of 545 Restaurants in Amman	275 reviews 	/Restaurant_Review-g293986-d2477583-Reviews-Levant-Amman_Amman_Governorate.html
438	['Middle Eastern', 'Halal', 'Vegetarian Friendly', 'Vegan Options']	Rosa Damascena	#19 of 545 Restaurants in Amman	56 reviews 	/Restaurant_Review-g293986-d9590689-Reviews-Rosa_Damascena-Amman_Amman_Governorate.html
439	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Eastern European', 'Halal', 'Vegetarian Friendly', 'Gluten Free Options']	Levant Restaurant	#20 of 545 Restaurants in Amman	99 reviews 	/Restaurant_Review-g293986-d6417061-Reviews-Levant_Restaurant-Amman_Amman_Governorate.html
440	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashim Restaurant	#21 of 545 Restaurants in Amman	131 reviews 	/Restaurant_Review-g293986-d3267255-Reviews-Hashim_Restaurant-Amman_Amman_Governorate.html
441	['Cafe']	Books at Cafe	#22 of 545 Restaurants in Amman	342 reviews 	/Restaurant_Review-g293986-d1570764-Reviews-Books_at_Cafe-Amman_Amman_Governorate.html
442	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Tannoureen	#23 of 545 Restaurants in Amman	157 reviews 	/Restaurant_Review-g293986-d816762-Reviews-Tannoureen-Amman_Amman_Governorate.html
443	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Reem albawadi	#24 of 545 Restaurants in Amman	308 reviews 	/Restaurant_Review-g293986-d807849-Reviews-Reem_albawadi-Amman_Amman_Governorate.html
444	['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly']	IL Terrazzo Amman Restaurant	#25 of 545 Restaurants in Amman	61 reviews 	/Restaurant_Review-g293986-d7698440-Reviews-IL_Terrazzo_Amman_Restaurant-Amman_Amman_Governorate.html
445	['Italian', 'French', 'International', 'Argentinean', 'South American', 'Arabic']	Clemance Restaurant	#26 of 545 Restaurants in Amman	20 reviews 	/Restaurant_Review-g293986-d12242637-Reviews-Clemance_Restaurant-Amman_Amman_Governorate.html
446	['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']	Yoshi	#27 of 545 Restaurants in Amman	144 reviews 	/Restaurant_Review-g293986-d1483307-Reviews-Yoshi-Amman_Amman_Governorate.html
